295,640
242,640
191,3
116,3
233,640
244,640
215,3
277,640
151,3
317,1015
347,3
65,3
98,3
360,3
290,640
437,3
434,3
255,640
246,640
175,3
473,1103
270,640
375,3
294,640
45,3
301,1015
364,3
432,3
377,3
157,3
47,3
303,1015
148,3
492,640
241,640
230,640
296,640
137,3
355,3
496,640
412,3
329,1015
525,1015
445,3
192,3
97,3
370,3
104,3
348,3
18,3
20,3
216,3
55,3
407,3
491,640
101,3
33,3
198,3
405,3
365,3
313,1015
231,640
15,3
