262,640
134,3
253,640
286,640
242,640
160,3
233,640
204,3
61,3
10,3
32,3
122,3
255,640
237,640
314,640
144,3
177,3
23,3
102,3
60,3
148,3
27,3
232,640
115,3
245,640
256,640
62,3
302,640
53,3
20,3
22,3
267,640
247,640
132,3
165,3
315,640
88,3
200,3
24,3
222,3
90,3
79,3
231,640
39,3
326,640
