4107.0,2349.0,6591.0
4098.0,6130.0,1548.0
4591.0,4994.0,3988.0
2880.0,3685.0,4146.0
1730.0,2241.0,7938.0
5107.0,1849.0,8091.0
3607.0,1849.0,8091.0
1730.0,1741.0,8938.0
2230.0,1741.0,7938.0
4107.0,1849.0,8091.0
3107.0,3349.0,6591.0
2322.0,6434.0,4934.0
3114.0,564.0,8227.0
5107.0,1849.0,7591.0
5107.0,3349.0,7091.0
3607.0,3349.0,7091.0
3629.0,3980.0,1561.0
4107.0,1849.0,7591.0
2322.0,6434.0,4434.0
3193.0,3675.0,5138.0
4995.0,5364.0,1965.0
4107.0,1849.0,7091.0
2095.0,6011.0,4716.0
5591.0,4494.0,3488.0
3607.0,2849.0,6091.0
4290.0,7694.0,9517.0
2095.0,6511.0,4716.0
2322.0,5934.0,5434.0
6069.0,4236.0,5006.0
2095.0,6011.0,4216.0
3598.0,5630.0,1548.0
4107.0,2849.0,7591.0
3598.0,6130.0,1548.0
3383.0,9475.0,9110.0
4790.0,7694.0,9517.0
3456.0,8907.0,7671.0
2322.0,5434.0,4434.0
3383.0,9475.0,8610.0
4107.0,3849.0,6591.0
3607.0,2349.0,6591.0
2790.0,7694.0,8517.0
4629.0,3980.0,5061.0
2956.0,8907.0,8171.0
2095.0,6511.0,4216.0
3021.0,7575.0,5595.0
2790.0,8194.0,9017.0
6619.0,7256.0,6237.0
3599.0,5747.0,4453.0
5091.0,4994.0,3988.0
2380.0,4185.0,5146.0
3598.0,5130.0,1548.0
2244.0,9073.0,8509.0
2422.0,9653.0,8737.0
4324.0,3143.0,4655.0
4607.0,2349.0,6591.0
4995.0,6364.0,2465.0
6040.0,6252.0,4713.0
5091.0,4494.0,2488.0
5040.0,5752.0,4713.0
2595.0,7011.0,4216.0
4607.0,2349.0,6091.0
4607.0,2349.0,8091.0
6069.0,4236.0,4506.0
3021.0,8075.0,6595.0
2230.0,1741.0,8438.0
5091.0,4494.0,3988.0
4607.0,1849.0,7591.0
3107.0,3349.0,7091.0
4607.0,2349.0,7591.0
2822.0,6434.0,4434.0
4995.0,5364.0,2465.0
3021.0,8075.0,6095.0
4607.0,1849.0,7091.0
3144.0,7830.0,10985.0
4607.0,1849.0,9091.0
3563.0,1658.0,6954.0
4607.0,3849.0,6591.0
5129.0,3480.0,5061.0
2956.0,8907.0,7671.0
3790.0,8194.0,9517.0
2367.0,1909.0,8028.0
5540.0,6252.0,5213.0
4607.0,1849.0,8591.0
4540.0,5752.0,4713.0
4107.0,1849.0,8591.0
4290.0,7694.0,10017.0
2322.0,5934.0,4434.0
5540.0,6252.0,4713.0
4607.0,1849.0,8091.0
4324.0,3643.0,5155.0
4540.0,5752.0,4213.0
3290.0,8194.0,9017.0
3107.0,2849.0,7091.0
4129.0,3980.0,1561.0
5540.0,6252.0,4213.0
5540.0,6752.0,4713.0
6119.0,7256.0,5737.0
2322.0,5934.0,4934.0
1730.0,2241.0,8438.0
2880.0,3685.0,4646.0
4984.0,6731.0,7597.0
3380.0,3185.0,4146.0
5540.0,5752.0,5213.0
5569.0,4736.0,4506.0
2867.0,1409.0,8028.0
3290.0,8194.0,9517.0
3107.0,2349.0,7591.0
5540.0,5752.0,4713.0
4495.0,5364.0,3965.0
2822.0,6934.0,4434.0
3098.0,5630.0,1548.0
4598.0,5630.0,1548.0
5107.0,2349.0,8091.0
4063.0,2158.0,5954.0
4607.0,2349.0,7091.0
3824.0,3643.0,4655.0
4540.0,6752.0,4213.0
5107.0,2349.0,7591.0
3193.0,3175.0,5138.0
5591.0,4494.0,3988.0
2880.0,3185.0,5146.0
3380.0,2685.0,4646.0
4598.0,6130.0,5048.0
3790.0,8194.0,9017.0
2367.0,1909.0,7528.0
2995.0,4864.0,1965.0
4107.0,2349.0,6091.0
6119.0,6756.0,5237.0
5040.0,6752.0,4213.0
2880.0,3185.0,4646.0
6119.0,6256.0,5237.0
3614.0,564.0,7727.0
4290.0,8194.0,9517.0
4098.0,5630.0,1548.0
4591.0,4494.0,3988.0
4107.0,2349.0,7591.0
3644.0,7830.0,10985.0
5107.0,3849.0,6591.0
3607.0,3849.0,6591.0
2380.0,4185.0,4646.0
2644.0,7830.0,10985.0
4107.0,2349.0,7091.0
3880.0,2685.0,4646.0
3607.0,1849.0,8591.0
5495.0,5364.0,3465.0
