893.0,3774.0,4688.0
3885.0,5694.0,1028.0
920.0,4578.0,7.0
2216.0,1373.0,7371.0
1117.0,6210.0,1831.0
2584.0,7344.0,2750.0
5272.0,3338.0,4270.0
2393.0,2274.0,2688.0
2385.0,5194.0,528.0
1134.0,4175.0,5026.0
1634.0,3175.0,3026.0
4503.0,2448.0,8731.0
2902.0,6672.0,1829.0
1393.0,2774.0,3688.0
2990.0,853.0,5585.0
825.0,4181.0,2602.0
1189.0,8122.0,6574.0
825.0,4181.0,4602.0
1393.0,2774.0,3188.0
4785.0,4118.0,2348.0
1473.0,4904.0,5308.0
1825.0,2681.0,2602.0
1893.0,2274.0,3688.0
5133.0,7633.0,6334.0
2920.0,4578.0,507.0
1893.0,2274.0,3188.0
632.0,4211.0,3935.0
1487.0,5679.0,2966.0
2403.0,5192.0,1514.0
1420.0,3578.0,1007.0
2974.0,7591.0,8575.0
1132.0,2711.0,2435.0
885.0,6194.0,528.0
1420.0,3578.0,507.0
1920.0,4578.0,1507.0
920.0,4078.0,507.0
5285.0,3618.0,2848.0
1132.0,3211.0,2935.0
2567.0,8870.0,5405.0
4785.0,3118.0,2348.0
3974.0,8091.0,8075.0
3420.0,4578.0,1007.0
1920.0,4578.0,1007.0
3622.0,7950.0,2524.0
4785.0,3618.0,2348.0
1132.0,3211.0,2435.0
3420.0,4578.0,507.0
1393.0,3274.0,4188.0
1325.0,3681.0,3602.0
632.0,3711.0,3935.0
920.0,3578.0,1007.0
1393.0,3274.0,3688.0
2920.0,4078.0,1007.0
1325.0,3681.0,3102.0
3089.0,1002.0,5149.0
920.0,3578.0,507.0
1885.0,6694.0,1028.0
1325.0,3181.0,2602.0
5285.0,3118.0,2848.0
2920.0,4078.0,507.0
1325.0,3681.0,2602.0
3420.0,3578.0,1007.0
1920.0,3578.0,1007.0
3385.0,5194.0,1528.0
2378.0,8485.0,4928.0
3420.0,4078.0,1007.0
1325.0,3181.0,2102.0
825.0,4681.0,4602.0
2885.0,5694.0,1028.0
1420.0,4578.0,7.0
1878.0,8485.0,4928.0
3385.0,5194.0,1028.0
2959.0,6718.0,2347.0
1189.0,8622.0,6574.0
2382.0,5415.0,2483.0
3089.0,1002.0,6149.0
885.0,5194.0,28.0
1189.0,8622.0,6074.0
5285.0,2618.0,3348.0
1325.0,3181.0,3102.0
632.0,4211.0,2935.0
1420.0,4578.0,1007.0
2402.0,6172.0,1329.0
1385.0,5194.0,28.0
1885.0,5694.0,1028.0
1189.0,8122.0,5574.0
2920.0,3578.0,507.0
1420.0,4078.0,507.0
2420.0,4078.0,507.0
632.0,4211.0,4435.0
1878.0,8485.0,5428.0
3402.0,5672.0,1829.0
1920.0,4578.0,507.0
1885.0,5694.0,528.0
2885.0,5194.0,1528.0
